YEAR,STATE,STATE ANSI,COMMODITY,DATA ITEM,METRIC,VALUE
2020,PENNSYLVANIA,42,WHEAT, ACRES PLANTED,ACRE,235000
2020,PENNSYLVANIA,42,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2020,SOUTH CAROLINA,45,WHEAT, ACRES HARVESTED,ACRE,95000
2020,SOUTH CAROLINA,45,WHEAT, ACRES PLANTED,ACRE,110000
2020,SOUTH CAROLINA,45,WHEAT, YIELD, MEASURED IN BU / ACRE,51
2020,SOUTH DAKOTA,46,WHEAT, ACRES HARVESTED,ACRE,1355000
2020,SOUTH DAKOTA,46,WHEAT, ACRES PLANTED,ACRE,1400000
2020,SOUTH DAKOTA,46,WHEAT, YIELD, MEASURED IN BU / ACRE,51.9
2020,TENNESSEE,47,WHEAT, ACRES HARVESTED,ACRE,230000
2020,TENNESSEE,47,WHEAT, ACRES PLANTED,ACRE,300000
2020,TENNESSEE,47,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2020,TEXAS,48,WHEAT, ACRES HARVESTED,ACRE,2050000
2020,TEXAS,48,WHEAT, ACRES PLANTED,ACRE,4900000
2020,TEXAS,48,WHEAT, YIELD, MEASURED IN BU / ACRE,30
2020,UTAH,49,WHEAT, ACRES HARVESTED,ACRE,98000
2020,UTAH,49,WHEAT, ACRES PLANTED,ACRE,110000
2020,UTAH,49,WHEAT, YIELD, MEASURED IN BU / ACRE,53
2020,VIRGINIA,51,WHEAT, ACRES HARVESTED,ACRE,130000
2020,VIRGINIA,51,WHEAT, ACRES PLANTED,ACRE,220000
2020,VIRGINIA,51,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2020,WASHINGTON,53,WHEAT, ACRES HARVESTED,ACRE,2295000
2020,WASHINGTON,53,WHEAT, ACRES PLANTED,ACRE,2350000
2020,WASHINGTON,53,WHEAT, YIELD, MEASURED IN BU / ACRE,72.4
2020,WISCONSIN,55,WHEAT, ACRES HARVESTED,ACRE,125000
2020,WISCONSIN,55,WHEAT, ACRES PLANTED,ACRE,160000
2020,WISCONSIN,55,WHEAT, YIELD, MEASURED IN BU / ACRE,69
2020,WYOMING,56,WHEAT, ACRES HARVESTED,ACRE,90000
2020,WYOMING,56,WHEAT, ACRES PLANTED,ACRE,120000
2020,WYOMING,56,WHEAT, YIELD, MEASURED IN BU / ACRE,26
2019,ALABAMA,1,WHEAT, ACRES HARVESTED,ACRE,85000
2019,ALABAMA,1,WHEAT, ACRES PLANTED,ACRE,130000
2019,ALABAMA,1,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2019,ARIZONA,4,WHEAT, ACRES HARVESTED,ACRE,35000
2019,ARIZONA,4,WHEAT, ACRES PLANTED,ACRE,36000
2019,ARIZONA,4,WHEAT, YIELD, MEASURED IN BU / ACRE,104
2019,ARKANSAS,5,WHEAT, ACRES HARVESTED,ACRE,50000
2019,ARKANSAS,5,WHEAT, ACRES PLANTED,ACRE,110000
2019,ARKANSAS,5,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2019,CALIFORNIA,6,WHEAT, ACRES HARVESTED,ACRE,122000
2019,CALIFORNIA,6,WHEAT, ACRES PLANTED,ACRE,420000
2019,CALIFORNIA,6,WHEAT, YIELD, MEASURED IN BU / ACRE,59.4
2019,COLORADO,8,WHEAT, ACRES HARVESTED,ACRE,2000000
2019,COLORADO,8,WHEAT, ACRES PLANTED,ACRE,2150000
2019,COLORADO,8,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2019,DELAWARE,10,WHEAT, ACRES HARVESTED,ACRE,50000
2019,DELAWARE,10,WHEAT, ACRES PLANTED,ACRE,60000
2019,DELAWARE,10,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2019,GEORGIA,13,WHEAT, ACRES HARVESTED,ACRE,50000
2019,GEORGIA,13,WHEAT, ACRES PLANTED,ACRE,150000
2019,GEORGIA,13,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2019,IDAHO,16,WHEAT, ACRES HARVESTED,ACRE,1125000
2019,IDAHO,16,WHEAT, ACRES PLANTED,ACRE,1195000
2019,IDAHO,16,WHEAT, YIELD, MEASURED IN BU / ACRE,87.8
2019,ILLINOIS,17,WHEAT, ACRES HARVESTED,ACRE,550000
2019,ILLINOIS,17,WHEAT, ACRES PLANTED,ACRE,650000
2019,ILLINOIS,17,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2019,INDIANA,18,WHEAT, ACRES HARVESTED,ACRE,260000
2019,INDIANA,18,WHEAT, ACRES PLANTED,ACRE,330000
2019,INDIANA,18,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2019,KANSAS,20,WHEAT, ACRES HARVESTED,ACRE,6700000
2019,KANSAS,20,WHEAT, ACRES PLANTED,ACRE,7100000
2019,KANSAS,20,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2019,KENTUCKY,21,WHEAT, ACRES HARVESTED,ACRE,330000
2019,KENTUCKY,21,WHEAT, ACRES PLANTED,ACRE,460000
2019,KENTUCKY,21,WHEAT, YIELD, MEASURED IN BU / ACRE,76
2019,MARYLAND,24,WHEAT, ACRES HARVESTED,ACRE,165000
2019,MARYLAND,24,WHEAT, ACRES PLANTED,ACRE,345000
2019,MARYLAND,24,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2019,MICHIGAN,26,WHEAT, ACRES HARVESTED,ACRE,490000
2019,MICHIGAN,26,WHEAT, ACRES PLANTED,ACRE,550000
2019,MICHIGAN,26,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2019,MINNESOTA,27,WHEAT, ACRES HARVESTED,ACRE,1400000
2019,MINNESOTA,27,WHEAT, ACRES PLANTED,ACRE,1450000
2019,MINNESOTA,27,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2019,MISSISSIPPI,28,WHEAT, ACRES HARVESTED,ACRE,21000
2019,MISSISSIPPI,28,WHEAT, ACRES PLANTED,ACRE,45000
2019,MISSISSIPPI,28,WHEAT, YIELD, MEASURED IN BU / ACRE,47
2019,MISSOURI,29,WHEAT, ACRES HARVESTED,ACRE,390000
2019,MISSOURI,29,WHEAT, ACRES PLANTED,ACRE,550000
2019,MISSOURI,29,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2019,MONTANA,30,WHEAT, ACRES HARVESTED,ACRE,5135000
2019,MONTANA,30,WHEAT, ACRES PLANTED,ACRE,5450000
2019,MONTANA,30,WHEAT, YIELD, MEASURED IN BU / ACRE,42.4
2019,NEBRASKA,31,WHEAT, ACRES HARVESTED,ACRE,970000
2019,NEBRASKA,31,WHEAT, ACRES PLANTED,ACRE,1070000
2019,NEBRASKA,31,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2019,NEW JERSEY,34,WHEAT, ACRES HARVESTED,ACRE,14000
2019,NEW JERSEY,34,WHEAT, ACRES PLANTED,ACRE,19000
2019,NEW JERSEY,34,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2019,NEW MEXICO,35,WHEAT, ACRES HARVESTED,ACRE,110000
2019,NEW MEXICO,35,WHEAT, ACRES PLANTED,ACRE,365000
2019,NEW MEXICO,35,WHEAT, YIELD, MEASURED IN BU / ACRE,30
2019,NEW YORK,36,WHEAT, ACRES HARVESTED,ACRE,66000
2019,NEW YORK,36,WHEAT, ACRES PLANTED,ACRE,90000
2019,NEW YORK,36,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2019,NORTH CAROLINA,37,WHEAT, ACRES HARVESTED,ACRE,225000
2019,NORTH CAROLINA,37,WHEAT, ACRES PLANTED,ACRE,290000
2019,NORTH CAROLINA,37,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2019,NORTH DAKOTA,38,WHEAT, ACRES HARVESTED,ACRE,6630000
2019,NORTH DAKOTA,38,WHEAT, ACRES PLANTED,ACRE,7505000
2019,NORTH DAKOTA,38,WHEAT, YIELD, MEASURED IN BU / ACRE,48.4
2019,OHIO,39,WHEAT, ACRES HARVESTED,ACRE,385000
2019,OHIO,39,WHEAT, ACRES PLANTED,ACRE,500000
2019,OHIO,39,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2019,OKLAHOMA,40,WHEAT, ACRES HARVESTED,ACRE,2750000
2019,OKLAHOMA,40,WHEAT, ACRES PLANTED,ACRE,4200000
2019,OKLAHOMA,40,WHEAT, YIELD, MEASURED IN BU / ACRE,40
2019,OREGON,41,WHEAT, ACRES HARVESTED,ACRE,730000
2019,OREGON,41,WHEAT, ACRES PLANTED,ACRE,740000
2019,OREGON,41,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2019,PENNSYLVANIA,42,WHEAT, ACRES HARVESTED,ACRE,140000
2019,PENNSYLVANIA,42,WHEAT, ACRES PLANTED,ACRE,180000
2019,PENNSYLVANIA,42,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2019,SOUTH CAROLINA,45,WHEAT, ACRES HARVESTED,ACRE,45000
2019,SOUTH CAROLINA,45,WHEAT, ACRES PLANTED,ACRE,70000
2019,SOUTH CAROLINA,45,WHEAT, YIELD, MEASURED IN BU / ACRE,48
2019,SOUTH DAKOTA,46,WHEAT, ACRES HARVESTED,ACRE,1360000
2019,SOUTH DAKOTA,46,WHEAT, ACRES PLANTED,ACRE,1500000
2019,SOUTH DAKOTA,46,WHEAT, YIELD, MEASURED IN BU / ACRE,48.1
2019,TENNESSEE,47,WHEAT, ACRES HARVESTED,ACRE,215000
2019,TENNESSEE,47,WHEAT, ACRES PLANTED,ACRE,280000
2019,TENNESSEE,47,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2019,TEXAS,48,WHEAT, ACRES HARVESTED,ACRE,2100000
2019,TEXAS,48,WHEAT, ACRES PLANTED,ACRE,4600000
2019,TEXAS,48,WHEAT, YIELD, MEASURED IN BU / ACRE,34
2019,UTAH,49,WHEAT, ACRES HARVESTED,ACRE,116000
2019,UTAH,49,WHEAT, ACRES PLANTED,ACRE,125000
2019,UTAH,49,WHEAT, YIELD, MEASURED IN BU / ACRE,54
2019,VIRGINIA,51,WHEAT, ACRES HARVESTED,ACRE,105000
2019,VIRGINIA,51,WHEAT, ACRES PLANTED,ACRE,180000
2019,VIRGINIA,51,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2019,WASHINGTON,53,WHEAT, ACRES HARVESTED,ACRE,2215000
2019,WASHINGTON,53,WHEAT, ACRES PLANTED,ACRE,2270000
2019,WASHINGTON,53,WHEAT, YIELD, MEASURED IN BU / ACRE,64.7
2019,WISCONSIN,55,WHEAT, ACRES HARVESTED,ACRE,150000
2019,WISCONSIN,55,WHEAT, ACRES PLANTED,ACRE,195000
2019,WISCONSIN,55,WHEAT, YIELD, MEASURED IN BU / ACRE,64
2019,WYOMING,56,WHEAT, ACRES HARVESTED,ACRE,110000
2019,WYOMING,56,WHEAT, ACRES PLANTED,ACRE,125000
2019,WYOMING,56,WHEAT, YIELD, MEASURED IN BU / ACRE,43
2018,ALABAMA,1,WHEAT, ACRES HARVESTED,ACRE,110000
2018,ALABAMA,1,WHEAT, ACRES PLANTED,ACRE,160000
2018,ALABAMA,1,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2018,ARIZONA,4,WHEAT, ACRES HARVESTED,ACRE,77000
2018,ARIZONA,4,WHEAT, ACRES PLANTED,ACRE,96000
2018,ARIZONA,4,WHEAT, YIELD, MEASURED IN BU / ACRE,102.6
2018,ARKANSAS,5,WHEAT, ACRES HARVESTED,ACRE,95000
2018,ARKANSAS,5,WHEAT, ACRES PLANTED,ACRE,175000
2018,ARKANSAS,5,WHEAT, YIELD, MEASURED IN BU / ACRE,55
2018,CALIFORNIA,6,WHEAT, ACRES HARVESTED,ACRE,147000
2018,CALIFORNIA,6,WHEAT, ACRES PLANTED,ACRE,425000
2018,CALIFORNIA,6,WHEAT, YIELD, MEASURED IN BU / ACRE,81.5
2018,COLORADO,8,WHEAT, ACRES HARVESTED,ACRE,1954000
2018,COLORADO,8,WHEAT, ACRES PLANTED,ACRE,2260000
2018,COLORADO,8,WHEAT, YIELD, MEASURED IN BU / ACRE,36.1
2018,DELAWARE,10,WHEAT, ACRES HARVESTED,ACRE,45000
2018,DELAWARE,10,WHEAT, ACRES PLANTED,ACRE,75000
2018,DELAWARE,10,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2018,FLORIDA,12,WHEAT, ACRES HARVESTED,ACRE,10000
2018,FLORIDA,12,WHEAT, ACRES PLANTED,ACRE,15000
2018,FLORIDA,12,WHEAT, YIELD, MEASURED IN BU / ACRE,36
2018,GEORGIA,13,WHEAT, ACRES HARVESTED,ACRE,70000
2018,GEORGIA,13,WHEAT, ACRES PLANTED,ACRE,200000
2018,GEORGIA,13,WHEAT, YIELD, MEASURED IN BU / ACRE,54
2018,IDAHO,16,WHEAT, ACRES HARVESTED,ACRE,1136000
2018,IDAHO,16,WHEAT, ACRES PLANTED,ACRE,1191000
2018,IDAHO,16,WHEAT, YIELD, MEASURED IN BU / ACRE,91.9
2018,ILLINOIS,17,WHEAT, ACRES HARVESTED,ACRE,560000
2018,ILLINOIS,17,WHEAT, ACRES PLANTED,ACRE,600000
2018,ILLINOIS,17,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2018,INDIANA,18,WHEAT, ACRES HARVESTED,ACRE,260000
2018,INDIANA,18,WHEAT, ACRES PLANTED,ACRE,310000
2018,INDIANA,18,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2018,IOWA,19,WHEAT, ACRES HARVESTED,ACRE,6000
2018,IOWA,19,WHEAT, ACRES PLANTED,ACRE,16000
2018,IOWA,19,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2018,KANSAS,20,WHEAT, ACRES HARVESTED,ACRE,7300000
2018,KANSAS,20,WHEAT, ACRES PLANTED,ACRE,7700000
2018,KANSAS,20,WHEAT, YIELD, MEASURED IN BU / ACRE,38
2018,KENTUCKY,21,WHEAT, ACRES HARVESTED,ACRE,300000
2018,KENTUCKY,21,WHEAT, ACRES PLANTED,ACRE,450000
2018,KENTUCKY,21,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2018,LOUISIANA,22,WHEAT, ACRES HARVESTED,ACRE,10000
2018,LOUISIANA,22,WHEAT, ACRES PLANTED,ACRE,15000
2018,LOUISIANA,22,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2018,MARYLAND,24,WHEAT, ACRES HARVESTED,ACRE,200000
2018,MARYLAND,24,WHEAT, ACRES PLANTED,ACRE,360000
2018,MARYLAND,24,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2018,MICHIGAN,26,WHEAT, ACRES HARVESTED,ACRE,470000
2018,MICHIGAN,26,WHEAT, ACRES PLANTED,ACRE,510000
2018,MICHIGAN,26,WHEAT, YIELD, MEASURED IN BU / ACRE,76
2018,MINNESOTA,27,WHEAT, ACRES HARVESTED,ACRE,1575000
2018,MINNESOTA,27,WHEAT, ACRES PLANTED,ACRE,1621000
2018,MINNESOTA,27,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2018,MISSISSIPPI,28,WHEAT, ACRES HARVESTED,ACRE,30000
2018,MISSISSIPPI,28,WHEAT, ACRES PLANTED,ACRE,55000
2018,MISSISSIPPI,28,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2018,MISSOURI,29,WHEAT, ACRES HARVESTED,ACRE,520000
2018,MISSOURI,29,WHEAT, ACRES PLANTED,ACRE,740000
2018,MISSOURI,29,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2018,MONTANA,30,WHEAT, ACRES HARVESTED,ACRE,5165000
2018,MONTANA,30,WHEAT, ACRES PLANTED,ACRE,5390000
2018,MONTANA,30,WHEAT, YIELD, MEASURED IN BU / ACRE,38.3
2018,NEBRASKA,31,WHEAT, ACRES HARVESTED,ACRE,1010000
2018,NEBRASKA,31,WHEAT, ACRES PLANTED,ACRE,1100000
2018,NEBRASKA,31,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2018,NEVADA,32,WHEAT, ACRES HARVESTED,ACRE,8000
2018,NEVADA,32,WHEAT, ACRES PLANTED,ACRE,23000
2018,NEVADA,32,WHEAT, YIELD, MEASURED IN BU / ACRE,112.5
2018,NEW JERSEY,34,WHEAT, ACRES HARVESTED,ACRE,15000
2018,NEW JERSEY,34,WHEAT, ACRES PLANTED,ACRE,18000
2018,NEW JERSEY,34,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2018,NEW MEXICO,35,WHEAT, ACRES HARVESTED,ACRE,105000
2018,NEW MEXICO,35,WHEAT, ACRES PLANTED,ACRE,320000
2018,NEW MEXICO,35,WHEAT, YIELD, MEASURED IN BU / ACRE,15
2018,NEW YORK,36,WHEAT, ACRES HARVESTED,ACRE,95000
2018,NEW YORK,36,WHEAT, ACRES PLANTED,ACRE,110000
2018,NEW YORK,36,WHEAT, YIELD, MEASURED IN BU / ACRE,69
2018,NORTH CAROLINA,37,WHEAT, ACRES HARVESTED,ACRE,370000
2018,NORTH CAROLINA,37,WHEAT, ACRES PLANTED,ACRE,460000
2018,NORTH CAROLINA,37,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2018,NORTH DAKOTA,38,WHEAT, ACRES HARVESTED,ACRE,7635000
2018,NORTH DAKOTA,38,WHEAT, ACRES PLANTED,ACRE,7735000
2018,NORTH DAKOTA,38,WHEAT, YIELD, MEASURED IN BU / ACRE,47.6
2018,OHIO,39,WHEAT, ACRES HARVESTED,ACRE,450000
2018,OHIO,39,WHEAT, ACRES PLANTED,ACRE,490000
2018,OHIO,39,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2018,OKLAHOMA,40,WHEAT, ACRES HARVESTED,ACRE,2500000
2018,OKLAHOMA,40,WHEAT, ACRES PLANTED,ACRE,4400000
2018,OKLAHOMA,40,WHEAT, YIELD, MEASURED IN BU / ACRE,28
2018,OREGON,41,WHEAT, ACRES HARVESTED,ACRE,770000
2018,OREGON,41,WHEAT, ACRES PLANTED,ACRE,800000
2018,OREGON,41,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2018,PENNSYLVANIA,42,WHEAT, ACRES HARVESTED,ACRE,145000
2018,PENNSYLVANIA,42,WHEAT, ACRES PLANTED,ACRE,195000
2018,PENNSYLVANIA,42,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2018,SOUTH CAROLINA,45,WHEAT, ACRES HARVESTED,ACRE,65000
2018,SOUTH CAROLINA,45,WHEAT, ACRES PLANTED,ACRE,80000
2018,SOUTH CAROLINA,45,WHEAT, YIELD, MEASURED IN BU / ACRE,54
2018,SOUTH DAKOTA,46,WHEAT, ACRES HARVESTED,ACRE,1628000
2018,SOUTH DAKOTA,46,WHEAT, ACRES PLANTED,ACRE,1883000
2018,SOUTH DAKOTA,46,WHEAT, YIELD, MEASURED IN BU / ACRE,44.4
2018,TENNESSEE,47,WHEAT, ACRES HARVESTED,ACRE,285000
2018,TENNESSEE,47,WHEAT, ACRES PLANTED,ACRE,380000
2018,TENNESSEE,47,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2018,TEXAS,48,WHEAT, ACRES HARVESTED,ACRE,1750000
2018,TEXAS,48,WHEAT, ACRES PLANTED,ACRE,4500000
2018,TEXAS,48,WHEAT, YIELD, MEASURED IN BU / ACRE,32
2018,UTAH,49,WHEAT, ACRES HARVESTED,ACRE,103000
2018,UTAH,49,WHEAT, ACRES PLANTED,ACRE,130000
2018,UTAH,49,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2018,VIRGINIA,51,WHEAT, ACRES HARVESTED,ACRE,155000
2018,VIRGINIA,51,WHEAT, ACRES PLANTED,ACRE,230000
2018,VIRGINIA,51,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2018,WASHINGTON,53,WHEAT, ACRES HARVESTED,ACRE,2165000
2018,WASHINGTON,53,WHEAT, ACRES PLANTED,ACRE,2220000
2018,WASHINGTON,53,WHEAT, YIELD, MEASURED IN BU / ACRE,70.8
2018,WEST VIRGINIA,54,WHEAT, ACRES HARVESTED,ACRE,3000
2018,WEST VIRGINIA,54,WHEAT, ACRES PLANTED,ACRE,7000
2018,WEST VIRGINIA,54,WHEAT, YIELD, MEASURED IN BU / ACRE,46
2018,WISCONSIN,55,WHEAT, ACRES HARVESTED,ACRE,200000
2018,WISCONSIN,55,WHEAT, ACRES PLANTED,ACRE,240000
2018,WISCONSIN,55,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2018,WYOMING,56,WHEAT, ACRES HARVESTED,ACRE,115000
2018,WYOMING,56,WHEAT, ACRES PLANTED,ACRE,130000
2018,WYOMING,56,WHEAT, YIELD, MEASURED IN BU / ACRE,34
2017,ALABAMA,1,WHEAT, ACRES HARVESTED,ACRE,100000
2017,ALABAMA,1,WHEAT, ACRES PLANTED,ACRE,150000
2017,ALABAMA,1,WHEAT, YIELD, MEASURED IN BU / ACRE,77
2017,ARIZONA,4,WHEAT, ACRES HARVESTED,ACRE,105000
2017,ARIZONA,4,WHEAT, ACRES PLANTED,ACRE,115000
2017,ARIZONA,4,WHEAT, YIELD, MEASURED IN BU / ACRE,100.8
2017,ARKANSAS,5,WHEAT, ACRES HARVESTED,ACRE,125000
2017,ARKANSAS,5,WHEAT, ACRES PLANTED,ACRE,200000
2017,ARKANSAS,5,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2017,CALIFORNIA,6,WHEAT, ACRES HARVESTED,ACRE,182000
2017,CALIFORNIA,6,WHEAT, ACRES PLANTED,ACRE,420000
2017,CALIFORNIA,6,WHEAT, YIELD, MEASURED IN BU / ACRE,68.2
2017,COLORADO,8,WHEAT, ACRES HARVESTED,ACRE,2029000
2017,COLORADO,8,WHEAT, ACRES PLANTED,ACRE,2260000
2017,COLORADO,8,WHEAT, YIELD, MEASURED IN BU / ACRE,43.2
2017,DELAWARE,10,WHEAT, ACRES HARVESTED,ACRE,60000
2017,DELAWARE,10,WHEAT, ACRES PLANTED,ACRE,75000
2017,DELAWARE,10,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2017,FLORIDA,12,WHEAT, ACRES HARVESTED,ACRE,10000
2017,FLORIDA,12,WHEAT, ACRES PLANTED,ACRE,20000
2017,FLORIDA,12,WHEAT, YIELD, MEASURED IN BU / ACRE,37
2017,GEORGIA,13,WHEAT, ACRES HARVESTED,ACRE,70000
2017,GEORGIA,13,WHEAT, ACRES PLANTED,ACRE,160000
2017,GEORGIA,13,WHEAT, YIELD, MEASURED IN BU / ACRE,47
2017,IDAHO,16,WHEAT, ACRES HARVESTED,ACRE,1109000
2017,IDAHO,16,WHEAT, ACRES PLANTED,ACRE,1175000
2017,IDAHO,16,WHEAT, YIELD, MEASURED IN BU / ACRE,81.8
2017,ILLINOIS,17,WHEAT, ACRES HARVESTED,ACRE,470000
2017,ILLINOIS,17,WHEAT, ACRES PLANTED,ACRE,500000
2017,ILLINOIS,17,WHEAT, YIELD, MEASURED IN BU / ACRE,76
2017,INDIANA,18,WHEAT, ACRES HARVESTED,ACRE,240000
2017,INDIANA,18,WHEAT, ACRES PLANTED,ACRE,290000
2017,INDIANA,18,WHEAT, YIELD, MEASURED IN BU / ACRE,74
2017,IOWA,19,WHEAT, ACRES HARVESTED,ACRE,8000
2017,IOWA,19,WHEAT, ACRES PLANTED,ACRE,16000
2017,IOWA,19,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2017,KANSAS,20,WHEAT, ACRES HARVESTED,ACRE,6950000
2017,KANSAS,20,WHEAT, ACRES PLANTED,ACRE,7600000
2017,KANSAS,20,WHEAT, YIELD, MEASURED IN BU / ACRE,48
2017,KENTUCKY,21,WHEAT, ACRES HARVESTED,ACRE,310000
